"seqid"	"type"	"start"	"end"	"strand"	"gene"	"gene_biotype"	"ID"	"Name"	"Parent"	"product"	"protein_id"
"2782"	"U00096.3"	"gene"	1346796	1346900	"+"	"ymiB"	"protein_coding"	"gene-b4672"	"ymiB"	NA	NA	NA
"2783"	"U00096.3"	"CDS"	1346796	1346900	"+"	"ymiB"	NA	"cds-ACO59991.1"	"ACO59991.1"	"gene-b4672"	"putative protein YmiB"	"ACO59991.1"
"2784"	"U00096.3"	"gene"	1346978	1348912	"-"	"rnb"	"protein_coding"	"gene-b1286"	"rnb"	NA	NA	NA
"2785"	"U00096.3"	"CDS"	1346978	1348912	"-"	"rnb"	NA	"cds-AAC74368.1"	"AAC74368.1"	"gene-b1286"	"RNase II"	"AAC74368.1"
"2786"	"U00096.3"	"gene"	1348980	1350107	"-"	"yciW"	"protein_coding"	"gene-b1287"	"yciW"	NA	NA	NA
"2787"	"U00096.3"	"CDS"	1348980	1350107	"-"	"yciW"	NA	"cds-AAC74369.2"	"AAC74369.2"	"gene-b1287"	"putative peroxidase YciW"	"AAC74369.2"
"2788"	"U00096.3"	"gene"	1350251	1351039	"-"	"fabI"	"protein_coding"	"gene-b1288"	"fabI"	NA	NA	NA
"2789"	"U00096.3"	"CDS"	1350251	1351039	"-"	"fabI"	NA	"cds-AAC74370.1"	"AAC74370.1"	"gene-b1288"	"enoyl-[acyl-carrier-protein] reductase"	"AAC74370.1"
"2790"	"U00096.3"	"gene"	1351407	1351760	"-"	"ycjD"	"protein_coding"	"gene-b1289"	"ycjD"	NA	NA	NA
"2791"	"U00096.3"	"CDS"	1351407	1351760	"-"	"ycjD"	NA	"cds-AAC74371.1"	"AAC74371.1"	"gene-b1289"	"DUF559 domain-containing protein YcjD"	"AAC74371.1"
"2792"	"U00096.3"	"gene"	1351828	1352634	"-"	"sapF"	"protein_coding"	"gene-b1290"	"sapF"	NA	NA	NA
"2793"	"U00096.3"	"CDS"	1351828	1352634	"-"	"sapF"	NA	"cds-AAC74372.1"	"AAC74372.1"	"gene-b1290"	"putrescine ABC exporter ATP binding protein SapF"	"AAC74372.1"
"2794"	"U00096.3"	"gene"	1352636	1353628	"-"	"sapD"	"protein_coding"	"gene-b1291"	"sapD"	NA	NA	NA
"2795"	"U00096.3"	"CDS"	1352636	1353628	"-"	"sapD"	NA	"cds-AAC74373.1"	"AAC74373.1"	"gene-b1291"	"putrescine ABC exporter ATP binding protein SapD"	"AAC74373.1"
"2796"	"U00096.3"	"gene"	1353628	1354518	"-"	"sapC"	"protein_coding"	"gene-b1292"	"sapC"	NA	NA	NA
"2797"	"U00096.3"	"CDS"	1353628	1354518	"-"	"sapC"	NA	"cds-AAC74374.1"	"AAC74374.1"	"gene-b1292"	"putrescine ABC exporter membrane protein SapC"	"AAC74374.1"
"2798"	"U00096.3"	"gene"	1354505	1355470	"-"	"sapB"	"protein_coding"	"gene-b1293"	"sapB"	NA	NA	NA
"2799"	"U00096.3"	"CDS"	1354505	1355470	"-"	"sapB"	NA	"cds-AAC74375.1"	"AAC74375.1"	"gene-b1293"	"putrescine ABC exporter membrane subunit SapB"	"AAC74375.1"
"2800"	"U00096.3"	"gene"	1355467	1357110	"-"	"sapA"	"protein_coding"	"gene-b1294"	"sapA"	NA	NA	NA
"2801"	"U00096.3"	"CDS"	1355467	1357110	"-"	"sapA"	NA	"cds-AAC74376.1"	"AAC74376.1"	"gene-b1294"	"putative periplasmic binding protein SapA"	"AAC74376.1"
"2802"	"U00096.3"	"gene"	1357423	1357668	"-"	"ymjA"	"protein_coding"	"gene-b1295"	"ymjA"	NA	NA	NA
"2803"	"U00096.3"	"CDS"	1357423	1357668	"-"	"ymjA"	NA	"cds-AAC74377.1"	"AAC74377.1"	"gene-b1295"	"DUF2543 domain-containing protein YmjA"	"AAC74377.1"
"2804"	"U00096.3"	"gene"	1357802	1359187	"-"	"puuP"	"protein_coding"	"gene-b1296"	"puuP"	NA	NA	NA
"2805"	"U00096.3"	"CDS"	1357802	1359187	"-"	"puuP"	NA	"cds-AAC74378.2"	"AAC74378.2"	"gene-b1296"	"putrescine:H(+) symporter PuuP"	"AAC74378.2"
"2806"	"U00096.3"	"gene"	1359177	1359341	"-"	"ymjE"	"protein_coding"	"gene-b4742"	"ymjE"	NA	NA	NA
"2807"	"U00096.3"	"CDS"	1359177	1359341	"-"	"ymjE"	NA	"cds-AYC08200.1"	"AYC08200.1"	"gene-b4742"	"protein YmjE"	"AYC08200.1"
"2808"	"U00096.3"	"gene"	1359490	1360908	"-"	"puuA"	"protein_coding"	"gene-b1297"	"puuA"	NA	NA	NA
"2809"	"U00096.3"	"CDS"	1359490	1360908	"-"	"puuA"	NA	"cds-AAC74379.2"	"AAC74379.2"	"gene-b1297"	"glutamate-putrescine ligase"	"AAC74379.2"
"2810"	"U00096.3"	"gene"	1361120	1361884	"+"	"puuD"	"protein_coding"	"gene-b1298"	"puuD"	NA	NA	NA
"2811"	"U00096.3"	"CDS"	1361120	1361884	"+"	"puuD"	NA	"cds-AAC74380.2"	"AAC74380.2"	"gene-b1298"	"gamma-glutamyl-gamma-aminobutyrate hydrolase"	"AAC74380.2"
"2812"	"U00096.3"	"gene"	1361911	1362468	"+"	"puuR"	"protein_coding"	"gene-b1299"	"puuR"	NA	NA	NA
"2813"	"U00096.3"	"CDS"	1361911	1362468	"+"	"puuR"	NA	"cds-AAC74381.1"	"AAC74381.1"	"gene-b1299"	"DNA-binding transcriptional repressor PuuR"	"AAC74381.1"
"2814"	"U00096.3"	"gene"	1362743	1364230	"+"	"puuC"	"protein_coding"	"gene-b1300"	"puuC"	NA	NA	NA
"2815"	"U00096.3"	"CDS"	1362743	1364230	"+"	"puuC"	NA	"cds-AAC74382.1"	"AAC74382.1"	"gene-b1300"	"gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase"	"AAC74382.1"
"2816"	"U00096.3"	"gene"	1364232	1365512	"+"	"puuB"	"protein_coding"	"gene-b1301"	"puuB"	NA	NA	NA
"2817"	"U00096.3"	"CDS"	1364232	1365512	"+"	"puuB"	NA	"cds-AAC74383.1"	"AAC74383.1"	"gene-b1301"	"gamma-glutamylputrescine oxidase"	"AAC74383.1"
"2818"	"U00096.3"	"gene"	1365550	1366815	"+"	"puuE"	"protein_coding"	"gene-b1302"	"puuE"	NA	NA	NA
"2819"	"U00096.3"	"CDS"	1365550	1366815	"+"	"puuE"	NA	"cds-AAC74384.1"	"AAC74384.1"	"gene-b1302"	"4-aminobutyrate aminotransferase PuuE"	"AAC74384.1"
"2820"	"U00096.3"	"gene"	1366935	1367912	"-"	"pspF"	"protein_coding"	"gene-b1303"	"pspF"	NA	NA	NA
"2821"	"U00096.3"	"CDS"	1366935	1367912	"-"	"pspF"	NA	"cds-AAC74385.2"	"AAC74385.2"	"gene-b1303"	"DNA-binding transcriptional dual regulator PspF"	"AAC74385.2"
"2822"	"U00096.3"	"gene"	1368079	1368747	"+"	"pspA"	"protein_coding"	"gene-b1304"	"pspA"	NA	NA	NA
"2823"	"U00096.3"	"CDS"	1368079	1368747	"+"	"pspA"	NA	"cds-AAC74386.1"	"AAC74386.1"	"gene-b1304"	"phage shock protein A"	"AAC74386.1"
"2824"	"U00096.3"	"gene"	1368801	1369025	"+"	"pspB"	"protein_coding"	"gene-b1305"	"pspB"	NA	NA	NA
"2825"	"U00096.3"	"CDS"	1368801	1369025	"+"	"pspB"	NA	"cds-AAC74387.1"	"AAC74387.1"	"gene-b1305"	"phage shock protein B"	"AAC74387.1"
"2826"	"U00096.3"	"gene"	1369025	1369384	"+"	"pspC"	"protein_coding"	"gene-b1306"	"pspC"	NA	NA	NA
"2827"	"U00096.3"	"CDS"	1369025	1369384	"+"	"pspC"	NA	"cds-AAC74388.1"	"AAC74388.1"	"gene-b1306"	"phage shock protein C"	"AAC74388.1"
"2828"	"U00096.3"	"gene"	1369393	1369614	"+"	"pspD"	"protein_coding"	"gene-b1307"	"pspD"	NA	NA	NA
"2829"	"U00096.3"	"CDS"	1369393	1369614	"+"	"pspD"	NA	"cds-AAC74389.1"	"AAC74389.1"	"gene-b1307"	"phage shock protein D"	"AAC74389.1"
"2830"	"U00096.3"	"gene"	1369689	1370003	"+"	"pspE"	"protein_coding"	"gene-b1308"	"pspE"	NA	NA	NA
"2831"	"U00096.3"	"CDS"	1369689	1370003	"+"	"pspE"	NA	"cds-AAC74390.1"	"AAC74390.1"	"gene-b1308"	"thiosulfate sulfurtransferase PspE"	"AAC74390.1"
"2832"	"U00096.3"	"gene"	1370216	1371895	"+"	"ycjM"	"protein_coding"	"gene-b1309"	"ycjM"	NA	NA	NA
"2833"	"U00096.3"	"CDS"	1370216	1371895	"+"	"ycjM"	NA	"cds-AAC74391.2"	"AAC74391.2"	"gene-b1309"	"glucosylglycerate phosphorylase"	"AAC74391.2"
"2834"	"U00096.3"	"gene"	1371909	1373201	"+"	"ycjN"	"protein_coding"	"gene-b1310"	"ycjN"	NA	NA	NA
"2835"	"U00096.3"	"CDS"	1371909	1373201	"+"	"ycjN"	NA	"cds-AAC74392.1"	"AAC74392.1"	"gene-b1310"	"putative ABC transporter periplasmic binding protein YcjN"	"AAC74392.1"
"2836"	"U00096.3"	"gene"	1373222	1374103	"+"	"ycjO"	"protein_coding"	"gene-b1311"	"ycjO"	NA	NA	NA
"2837"	"U00096.3"	"CDS"	1373222	1374103	"+"	"ycjO"	NA	"cds-AAC74393.1"	"AAC74393.1"	"gene-b1311"	"putative ABC transporter membrane subunit YcjO"	"AAC74393.1"
"2838"	"U00096.3"	"gene"	1374090	1374932	"+"	"ycjP"	"protein_coding"	"gene-b1312"	"ycjP"	NA	NA	NA
"2839"	"U00096.3"	"CDS"	1374090	1374932	"+"	"ycjP"	NA	"cds-AAC74394.1"	"AAC74394.1"	"gene-b1312"	"putative ABC transporter membrane subunit YcjP"	"AAC74394.1"
"2840"	"U00096.3"	"gene"	1374963	1376015	"+"	"ycjQ"	"protein_coding"	"gene-b1313"	"ycjQ"	NA	NA	NA
"2841"	"U00096.3"	"CDS"	1374963	1376015	"+"	"ycjQ"	NA	"cds-AAC74395.1"	"AAC74395.1"	"gene-b1313"	"D-guloside 3-dehydrogenase"	"AAC74395.1"
"2842"	"U00096.3"	"gene"	1376034	1376822	"+"	"ycjR"	"protein_coding"	"gene-b1314"	"ycjR"	NA	NA	NA
"2843"	"U00096.3"	"CDS"	1376034	1376822	"+"	"ycjR"	NA	"cds-AAC74396.2"	"AAC74396.2"	"gene-b1314"	"3-dehydro-D-guloside 4-epimerase"	"AAC74396.2"
"2844"	"U00096.3"	"gene"	1376832	1377887	"+"	"ycjS"	"protein_coding"	"gene-b1315"	"ycjS"	NA	NA	NA
"2845"	"U00096.3"	"CDS"	1376832	1377887	"+"	"ycjS"	NA	"cds-AAC74397.1"	"AAC74397.1"	"gene-b1315"	"D-glucoside 3-dehydrogenase"	"AAC74397.1"
"2846"	"U00096.3"	"gene"	1377884	1380151	"+"	"ycjT"	"protein_coding"	"gene-b1316"	"ycjT"	NA	NA	NA
"2847"	"U00096.3"	"CDS"	1377884	1380151	"+"	"ycjT"	NA	"cds-AAC74398.1"	"AAC74398.1"	"gene-b1316"	"kojibiose phosphorylase"	"AAC74398.1"
"2848"	"U00096.3"	"gene"	1380148	1380807	"+"	"ycjU"	"protein_coding"	"gene-b1317"	"ycjU"	NA	NA	NA
"2849"	"U00096.3"	"CDS"	1380148	1380807	"+"	"ycjU"	NA	"cds-AAC74399.1"	"AAC74399.1"	"gene-b1317"	"beta-phosphoglucomutase"	"AAC74399.1"
"2850"	"U00096.3"	"pseudogene"	1380821	1381789	"+"	"ycjV"	"pseudogene"	"gene-b1318"	"ycjV"	NA	NA	NA
"2851"	"U00096.3"	"pseudogene"	1381789	1381902	"+"	"ymjB"	"pseudogene"	"gene-b4524"	"ymjB"	NA	NA	NA
"2852"	"U00096.3"	"gene"	1381947	1382852	"+"	"ompG"	"protein_coding"	"gene-b1319"	"ompG"	NA	NA	NA
"2853"	"U00096.3"	"CDS"	1381947	1382852	"+"	"ompG"	NA	"cds-AAC74401.1"	"AAC74401.1"	"gene-b1319"	"outer membrane porin G"	"AAC74401.1"
"2854"	"U00096.3"	"gene"	1382963	1383961	"-"	"ycjW"	"protein_coding"	"gene-b1320"	"ycjW"	NA	NA	NA
"2855"	"U00096.3"	"CDS"	1382963	1383961	"-"	"ycjW"	NA	"cds-AAC74402.1"	"AAC74402.1"	"gene-b1320"	"DNA-binding transcriptional repressor YcjW"	"AAC74402.1"
"2856"	"U00096.3"	"gene"	1384117	1385514	"+"	"ycjX"	"protein_coding"	"gene-b1321"	"ycjX"	NA	NA	NA
"2857"	"U00096.3"	"CDS"	1384117	1385514	"+"	"ycjX"	NA	"cds-AAC74403.1"	"AAC74403.1"	"gene-b1321"	"DUF463 domain-containing protein YcjX"	"AAC74403.1"
"2858"	"U00096.3"	"gene"	1385511	1386572	"+"	"ycjF"	"protein_coding"	"gene-b1322"	"ycjF"	NA	NA	NA
"2859"	"U00096.3"	"CDS"	1385511	1386572	"+"	"ycjF"	NA	"cds-AAC74404.1"	"AAC74404.1"	"gene-b1322"	"DUF697 domain-containing inner membrane protein YcjF"	"AAC74404.1"
"2860"	"U00096.3"	"gene"	1386720	1388261	"+"	"tyrR"	"protein_coding"	"gene-b1323"	"tyrR"	NA	NA	NA
"2861"	"U00096.3"	"CDS"	1386720	1388261	"+"	"tyrR"	NA	"cds-AAC74405.1"	"AAC74405.1"	"gene-b1323"	"DNA-binding transcriptional dual regulator TyrR"	"AAC74405.1"
"2862"	"U00096.3"	"gene"	1388305	1388811	"-"	"tpx"	"protein_coding"	"gene-b1324"	"tpx"	NA	NA	NA
"2863"	"U00096.3"	"CDS"	1388305	1388811	"-"	"tpx"	NA	"cds-AAC74406.1"	"AAC74406.1"	"gene-b1324"	"lipid hydroperoxide peroxidase"	"AAC74406.1"
"2864"	"U00096.3"	"gene"	1388930	1389895	"+"	"ycjG"	"protein_coding"	"gene-b1325"	"ycjG"	NA	NA	NA
"2865"	"U00096.3"	"CDS"	1388930	1389895	"+"	"ycjG"	NA	"cds-AAC74407.2"	"AAC74407.2"	"gene-b1325"	"L-Ala-D/L-Glu epimerase"	"AAC74407.2"
"2866"	"U00096.3"	"gene"	1389870	1390598	"-"	"mpaA"	"protein_coding"	"gene-b1326"	"mpaA"	NA	NA	NA
"2867"	"U00096.3"	"CDS"	1389870	1390598	"-"	"mpaA"	NA	"cds-AAC74408.2"	"AAC74408.2"	"gene-b1326"	"murein tripeptide amidase A"	"AAC74408.2"
"2868"	"U00096.3"	"gene"	1390680	1390862	"-"	"ymjC"	"protein_coding"	"gene-b4525"	"ymjC"	NA	NA	NA
"2869"	"U00096.3"	"CDS"	1390680	1390862	"-"	"ymjC"	NA	"cds-AYC08201.1"	"AYC08201.1"	"gene-b4525"	"putative uncharacterized protein YmjC"	"AYC08201.1"
"2870"	"U00096.3"	"gene"	1390868	1390933	"-"	"ymjD"	"protein_coding"	"gene-b4673"	"ymjD"	NA	NA	NA
"2871"	"U00096.3"	"CDS"	1390868	1390933	"-"	"ymjD"	NA	"cds-AYC08202.1"	"AYC08202.1"	"gene-b4673"	"uncharacterized protein YmjD"	"AYC08202.1"
"2872"	"U00096.3"	"gene"	1390933	1391853	"-"	"ycjY"	"protein_coding"	"gene-b1327"	"ycjY"	NA	NA	NA
"2873"	"U00096.3"	"CDS"	1390933	1391853	"-"	"ycjY"	NA	"cds-AAC74409.2"	"AAC74409.2"	"gene-b1327"	"putative hydrolase YcjY"	"AAC74409.2"
"2874"	"U00096.3"	"gene"	1391991	1392890	"+"	"pgrR"	"protein_coding"	"gene-b1328"	"pgrR"	NA	NA	NA
"2875"	"U00096.3"	"CDS"	1391991	1392890	"+"	"pgrR"	NA	"cds-AAC74410.1"	"AAC74410.1"	"gene-b1328"	"DNA-binding transcriptional repressor PgrR"	"AAC74410.1"
"2876"	"U00096.3"	"gene"	1393227	1394840	"+"	"mppA"	"protein_coding"	"gene-b1329"	"mppA"	NA	NA	NA
"2877"	"U00096.3"	"CDS"	1393227	1394840	"+"	"mppA"	NA	"cds-AAC74411.2"	"AAC74411.2"	"gene-b1329"	"murein tripeptide ABC transporter periplasmic binding protein"	"AAC74411.2"
"2878"	"U00096.3"	"gene"	1394891	1395922	"-"	"ynaI"	"protein_coding"	"gene-b1330"	"ynaI"	NA	NA	NA
"2879"	"U00096.3"	"CDS"	1394891	1395922	"-"	"ynaI"	NA	"cds-AAC74412.1"	"AAC74412.1"	"gene-b1330"	"small conductance mechanosensitive channel YnaI"	"AAC74412.1"
"2880"	"U00096.3"	"mobile_genetic_element"	1396044	1397238	"+"	NA	NA	"id-U00096.3:1396044..1397238"	NA	NA	NA	NA
"2881"	"U00096.3"	"gene"	1396112	1397092	"+"	"insH4"	"protein_coding"	"gene-b1331"	"insH4"	NA	NA	NA
"2882"	"U00096.3"	"CDS"	1396112	1397092	"+"	"insH4"	NA	"cds-AYC08198.2"	"AYC08198.2"	"gene-b1331"	"IS5 family transposase and trans-activator"	"AYC08198.2"
"2883"	"U00096.3"	"gene"	1397365	1397622	"+"	"ynaJ"	"protein_coding"	"gene-b1332"	"ynaJ"	NA	NA	NA
"2884"	"U00096.3"	"CDS"	1397365	1397622	"+"	"ynaJ"	NA	"cds-AAC74414.1"	"AAC74414.1"	"gene-b1332"	"DUF2534 domain-containing protein YnaJ"	"AAC74414.1"
"2885"	"U00096.3"	"gene"	1397672	1398622	"-"	"uspE"	"protein_coding"	"gene-b1333"	"uspE"	NA	NA	NA
"2886"	"U00096.3"	"CDS"	1397672	1398622	"-"	"uspE"	NA	"cds-AAC74415.1"	"AAC74415.1"	"gene-b1333"	"universal stress protein E"	"AAC74415.1"
"2887"	"U00096.3"	"gene"	1398774	1399526	"-"	"fnr"	"protein_coding"	"gene-b1334"	"fnr"	NA	NA	NA
"2888"	"U00096.3"	"CDS"	1398774	1399526	"-"	"fnr"	NA	"cds-AAC74416.1"	"AAC74416.1"	"gene-b1334"	"DNA-binding transcriptional dual regulator FNR"	"AAC74416.1"
"2889"	"U00096.3"	"gene"	1399721	1400236	"-"	"ogt"	"protein_coding"	"gene-b1335"	"ogt"	NA	NA	NA
"2890"	"U00096.3"	"CDS"	1399721	1400236	"-"	"ogt"	NA	"cds-AAC74417.1"	"AAC74417.1"	"gene-b1335"	"methylated-DNA--[protein]-cysteine S-methyltransferase"	"AAC74417.1"
"2891"	"U00096.3"	"gene"	1400247	1401773	"-"	"abgT"	"protein_coding"	"gene-b1336"	"abgT"	NA	NA	NA
"2892"	"U00096.3"	"CDS"	1400247	1401773	"-"	"abgT"	NA	"cds-AAC74418.2"	"AAC74418.2"	"gene-b1336"	"p-aminobenzoyl glutamate:H(+) symporter"	"AAC74418.2"
"2893"	"U00096.3"	"gene"	1401810	1403255	"-"	"abgB"	"protein_coding"	"gene-b1337"	"abgB"	NA	NA	NA
"2894"	"U00096.3"	"CDS"	1401810	1403255	"-"	"abgB"	NA	"cds-AAC74419.1"	"AAC74419.1"	"gene-b1337"	"p-aminobenzoyl-glutamate hydrolase subunit B"	"AAC74419.1"
"2895"	"U00096.3"	"gene"	1403255	1404565	"-"	"abgA"	"protein_coding"	"gene-b1338"	"abgA"	NA	NA	NA
"2896"	"U00096.3"	"CDS"	1403255	1404565	"-"	"abgA"	NA	"cds-AAC74420.2"	"AAC74420.2"	"gene-b1338"	"p-aminobenzoyl-glutamate hydrolase subunit A"	"AAC74420.2"
"2897"	"U00096.3"	"gene"	1404741	1405649	"+"	"abgR"	"protein_coding"	"gene-b1339"	"abgR"	NA	NA	NA
"2898"	"U00096.3"	"CDS"	1404741	1405649	"+"	"abgR"	NA	"cds-AAC74421.1"	"AAC74421.1"	"gene-b1339"	"putative LysR-type DNA-binding transcriptional regulator AbgR"	"AAC74421.1"
"2899"	"U00096.3"	"gene"	1405658	1405751	"-"	"mcaS"	"ncRNA"	"gene-b4426"	"mcaS"	NA	NA	NA
"2900"	"U00096.3"	"ncRNA"	1405658	1405751	"-"	"mcaS"	NA	"rna-b4426"	NA	"gene-b4426"	"small regulatory RNA McaS"	NA
"2901"	"U00096.3"	"exon"	1405658	1405751	"-"	"mcaS"	NA	"exon-b4426-1"	NA	"rna-b4426"	"small regulatory RNA McaS"	NA
"2902"	"U00096.3"	"gene"	1405979	1406542	"+"	"smrA"	"protein_coding"	"gene-b1340"	"smrA"	NA	NA	NA
"2903"	"U00096.3"	"CDS"	1405979	1406542	"+"	"smrA"	NA	"cds-AAC74422.1"	"AAC74422.1"	"gene-b1340"	"DNA endonuclease SmrA"	"AAC74422.1"
"2904"	"U00096.3"	"gene"	1406563	1407795	"-"	"dgcM"	"protein_coding"	"gene-b1341"	"dgcM"	NA	NA	NA
"2905"	"U00096.3"	"CDS"	1406563	1407795	"-"	"dgcM"	NA	"cds-AAC74423.2"	"AAC74423.2"	"gene-b1341"	"diguanylate cyclase DgcM"	"AAC74423.2"
"2906"	"U00096.3"	"gene"	1407989	1408036	"+"	"ynaN"	"protein_coding"	"gene-b4773"	"ynaN"	NA	NA	NA
"2907"	"U00096.3"	"CDS"	1407989	1408036	"+"	"ynaN"	NA	"cds-QNV50526.1"	"QNV50526.1"	"gene-b4773"	"protein YnaN"	"QNV50526.1"
"2908"	"U00096.3"	"gene"	1408050	1409033	"+"	"zntB"	"protein_coding"	"gene-b1342"	"zntB"	NA	NA	NA
"2909"	"U00096.3"	"CDS"	1408050	1409033	"+"	"zntB"	NA	"cds-AAC74424.1"	"AAC74424.1"	"gene-b1342"	"Zn(2(+)):H(+) symporter"	"AAC74424.1"
"2910"	"U00096.3"	"gene"	1409129	1409250	"+"	"fnrS"	"ncRNA"	"gene-b4699"	"fnrS"	NA	NA	NA
"2911"	"U00096.3"	"ncRNA"	1409129	1409250	"+"	"fnrS"	NA	"rna-b4699"	NA	"gene-b4699"	"small regulatory RNA FnrS"	NA
"2912"	"U00096.3"	"exon"	1409129	1409250	"+"	"fnrS"	NA	"exon-b4699-1"	NA	"rna-b4699"	"small regulatory RNA FnrS"	NA
"2913"	"U00096.3"	"gene"	1409308	1409481	"+"	"ynaL"	"protein_coding"	"gene-b4743"	"ynaL"	NA	NA	NA
"2914"	"U00096.3"	"CDS"	1409308	1409481	"+"	"ynaL"	NA	"cds-AYC08203.1"	"AYC08203.1"	"gene-b4743"	"protein YnaL"	"AYC08203.1"
"2915"	"U00096.3"	"gene"	1409511	1410884	"+"	"dbpA"	"protein_coding"	"gene-b1343"	"dbpA"	NA	NA	NA
"2916"	"U00096.3"	"CDS"	1409511	1410884	"+"	"dbpA"	NA	"cds-AAC74425.1"	"AAC74425.1"	"gene-b1343"	"ATP-dependent RNA helicase DbpA"	"AAC74425.1"
"2917"	"U00096.3"	"gene"	1411013	1411948	"-"	"ttcA"	"protein_coding"	"gene-b1344"	"ttcA"	NA	NA	NA
"2918"	"U00096.3"	"CDS"	1411013	1411948	"-"	"ttcA"	NA	"cds-AAC74426.1"	"AAC74426.1"	"gene-b1344"	"tRNA cytosine(32) 2-sulfurtransferase TtcA"	"AAC74426.1"
"2919"	"U00096.3"	"sequence_feature"	1411899	1434958	"+"	NA	NA	"id-U00096.3:1411899..1434958"	NA	NA	NA	NA
"2920"	"U00096.3"	"gene"	1412000	1413235	"-"	"intR"	"protein_coding"	"gene-b1345"	"intR"	NA	NA	NA
"2921"	"U00096.3"	"CDS"	1412000	1413235	"-"	"intR"	NA	"cds-AAC74427.1"	"AAC74427.1"	"gene-b1345"	"putative integrase"	"AAC74427.1"
"2922"	"U00096.3"	"gene"	1413237	1413452	"-"	"xisR"	"protein_coding"	"gene-b1346"	"xisR"	NA	NA	NA
"2923"	"U00096.3"	"CDS"	1413237	1413452	"-"	"xisR"	NA	"cds-AAC74428.2"	"AAC74428.2"	"gene-b1346"	"excisionase"	"AAC74428.2"
"2924"	"U00096.3"	"gene"	1413531	1413740	"-"	"rcbA"	"protein_coding"	"gene-b1347"	"rcbA"	NA	NA	NA
"2925"	"U00096.3"	"CDS"	1413531	1413740	"-"	"rcbA"	NA	"cds-AAC74429.1"	"AAC74429.1"	"gene-b1347"	"double-strand break reduction protein"	"AAC74429.1"
"2926"	"U00096.3"	"gene"	1413556	1413734	"+"	"ralA"	"ncRNA"	"gene-b4714"	"ralA"	NA	NA	NA
"2927"	"U00096.3"	"ncRNA"	1413556	1413734	"+"	"ralA"	NA	"rna-b4714"	NA	"gene-b4714"	"small regulatory RNA antitoxin RalA"	NA
"2928"	"U00096.3"	"exon"	1413556	1413734	"+"	"ralA"	NA	"exon-b4714-1"	NA	"rna-b4714"	"small regulatory RNA antitoxin RalA"	NA
"2929"	"U00096.3"	"gene"	1413733	1413927	"-"	"ralR"	"protein_coding"	"gene-b1348"	"ralR"	NA	NA	NA
"2930"	"U00096.3"	"CDS"	1413733	1413927	"-"	"ralR"	NA	"cds-AAC74430.1"	"AAC74430.1"	"gene-b1348"	"endodeoxyribonuclease toxin RalR"	"AAC74430.1"
"2931"	"U00096.3"	"gene"	1413984	1414793	"-"	"recT"	"protein_coding"	"gene-b1349"	"recT"	NA	NA	NA
"2932"	"U00096.3"	"CDS"	1413984	1414793	"-"	"recT"	NA	"cds-AAC74431.1"	"AAC74431.1"	"gene-b1349"	"recombinase RecT"	"AAC74431.1"
"2933"	"U00096.3"	"gene"	1414786	1417386	"-"	"recE"	"protein_coding"	"gene-b1350"	"recE"	NA	NA	NA
"2934"	"U00096.3"	"CDS"	1414786	1417386	"-"	"recE"	NA	"cds-AAC74432.1"	"AAC74432.1"	"gene-b1350"	"exonuclease VIII%2C ds DNA exonuclease%2C 5' --> 3' specific"	"AAC74432.1"
"2935"	"U00096.3"	"gene"	1417488	1417763	"-"	"racC"	"protein_coding"	"gene-b1351"	"racC"	NA	NA	NA
"2936"	"U00096.3"	"CDS"	1417488	1417763	"-"	"racC"	NA	"cds-AAC74433.1"	"AAC74433.1"	"gene-b1351"	"protein RacC"	"AAC74433.1"
"2937"	"U00096.3"	"gene"	1417838	1418008	"-"	"ydaE"	"protein_coding"	"gene-b4526"	"ydaE"	NA	NA	NA
"2938"	"U00096.3"	"CDS"	1417838	1418008	"-"	"ydaE"	NA	"cds-ABD18659.1"	"ABD18659.1"	"gene-b4526"	"zinc-binding protein"	"ABD18659.1"
"2939"	"U00096.3"	"gene"	1418008	1418229	"-"	"kilR"	"protein_coding"	"gene-b1352"	"kilR"	NA	NA	NA
"2940"	"U00096.3"	"CDS"	1418008	1418229	"-"	"kilR"	NA	"cds-AAC74434.2"	"AAC74434.2"	"gene-b1352"	"inhibitor of FtsZ"	"AAC74434.2"
"2941"	"U00096.3"	"gene"	1418405	1418502	"-"	"kilS"	"ncRNA"	"gene-b4833"	"kilS"	NA	NA	NA
"2942"	"U00096.3"	"ncRNA"	1418405	1418502	"-"	"kilS"	NA	"rna-b4833"	NA	"gene-b4833"	"small RNA KilS"	NA
"2943"	"U00096.3"	"exon"	1418405	1418502	"-"	"kilS"	NA	"exon-b4833-1"	NA	"rna-b4833"	"small RNA KilS"	NA
"2944"	"U00096.3"	"gene"	1418671	1419159	"+"	"sieB"	"protein_coding"	"gene-b1353"	"sieB"	NA	NA	NA
"2945"	"U00096.3"	"CDS"	1418671	1419159	"+"	"sieB"	NA	"cds-AAC74435.2"	"AAC74435.2"	"gene-b1353"	"phage superinfection exclusion protein"	"AAC74435.2"
"2946"	"U00096.3"	"gene"	1419156	1419311	"-"	"ydaF"	"protein_coding"	"gene-b4527"	"ydaF"	NA	NA	NA
"2947"	"U00096.3"	"CDS"	1419156	1419311	"-"	"ydaF"	NA	"cds-AAC74436.2"	"AAC74436.2"	"gene-b4527"	"DUF1391 domain-containing protein YdaF"	"AAC74436.2"
